latitude,longitude,altitude,geometry,coordinates,@id,addr:city,addr:city:en,addr:country,addr:postcode,addr:street,amenity,building,building:levels,name,office,addr:housenumber,contact:phone,cuisine,designation,email,internet_access,name:en,operator,phone,website,wheelchair,addr:housename,alt_name,int_name,addr:street:en,layer,outdoor_seating,smoking,payment:american_express,payment:coins,payment:diners_club,payment:maestro,payment:mastercard,payment:notes,payment:visa,fax,takeaway,roof:shape,tourism,name:nl,name:tr,shop,delivery,capacity,is_in,old_name,name:mk,leisure,microbrewery,nam:en,wheelchair:description,level,sells:ice_cream,opening_hours:covid19,internet_access:fee,payment:visa_electron,description,addr:housename:en,payment:debit_cards,kitchen,air_conditioning,image,reservation,start_date,diet:vegan,phone:1,phone:2,payment:cash,payment:credit_cards,diet:sugar_free,diet:vegetarian,changing_table,changing_table:fee,toilets,toilets:access,toilets:wheelchair,entrance,opening_hours
,,,Polygon,"21.4214055,42.0014746,21.4214089,42.0013413,21.4215365,42.0013431,21.421533,42.0014764,21.4214055,42.0014746",way/477325818,Cкoпje,,,1000,Мирослав Крлежа,restaurant,yes,,Наџак,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4223451,42.0017133,21.4221365,42.0017068,21.4221432,42.0015872,21.4223518,42.0015937,21.4223451,42.0017133",way/477325825,,,,,,restaurant,yes,,Kancelarija,,,,,,,,,,,,,,Канцеларија,Kancelarija,,,,,,,,,,,,,,,,,,,,,,,Канцеларија,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.422163,42.0021611,21.422048,42.0022033,21.4219943,42.0021226,21.4221094,42.0020804,21.422163,42.0021611",way/477325827,,,,,,restaurant,yes,,Чамо,,,,,,,,Chamo,,,,,,,Čamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4221641,42.0021588,21.4223277,42.002085,21.4224134,42.00219,21.4222498,42.0022638,21.4221641,42.0021588",way/477325830,,,,,Ѓорѓи Пешков,restaurant,yes,,Ganza,,4,,,,,,,,,,,,Ганза,Ganza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4194137,42.0013285,21.4193279,42.0012348,21.419551,42.0011212,21.419637,42.0012142,21.4194137,42.0013285",way/477325836,Cкoпje,,MK,1000,Дебарца,restaurant,yes,,Antica,,53,,regional,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.457926,42.0007736,21.4579497,42.0006784,21.4580945,42.0006983,21.4580708,42.0007935,21.457926,42.0007736",way/477540171,,,,,,restaurant,yes,,Кремисимо 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Смок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.419637,42.0012142,21.419551,42.0011212,21.4195262,42.0010945,21.4196462,42.0010331,21.4197571,42.0011528,21.419637,42.0012142",way/482846770,,,,,,restaurant,,,,,,,,,,,,Antica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outdoor_seating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4064577,42.0063398,21.4064336,42.0062381,21.4065627,42.0062212,21.4065868,42.0063228,21.4064577,42.0063398",way/496423192,Cкoпje,,,1000,Булевар 8-ми Септември,restaurant,roof,,Барбакан,,18,,,,,,Barbakan,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-01:00
,,,Polygon,"21.4121984,42.0047685,21.4122052,42.0047984,21.4122224,42.0048733,21.4121339,42.0048845,21.4121245,42.0048436,21.4121099,42.0047796,21.4121984,42.0047685",way/547074226,,,,,,restaurant,yes,,4 Angeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-24:00
,,,Polygon,"21.4916935,41.9518665,21.4918651,41.9517668,21.4921699,41.9520433,21.4919548,41.9521422,21.4916935,41.9518665",way/674116575,,,,,Борис Трајковски,restaurant,yes,,Ваташа пекара,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4689023,41.9670253,21.4692641,41.96682,21.4697037,41.9670195,21.4693691,41.9672625,21.4689023,41.9670253",way/674126648,,,,,Борис Трајковски,restaurant,yes,,Везилка,,174 А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.468949,41.967277,21.4690657,41.9671584,21.4692758,41.9672538,21.4691435,41.9673811,21.468949,41.967277",way/674126651,,,,,Борис Трајковски,restaurant,yes,,Дениција,,174 А,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.3803682,42.026038,21.3801791,42.0256694,21.3806069,42.0258298,21.3804178,42.0260469,21.3803682,42.026038",way/686912550,,,,,,restaurant,,,Krcma Zuto Kombe,,,,regional,,,,,Temov Brewery,+389 76 462374,http://www.temovbeer.com/,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,yes,The Yellow Kombi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4098946,41.9954579,21.4098856,41.9954152,21.409823,41.9954225,21.4098146,41.9953822,21.4097237,41.9953928,21.4097073,41.9953155,21.4097964,41.9953056,21.4097918,41.9952824,21.4098529,41.9952753,21.4098475,41.9952499,21.4099945,41.9952329,21.4100061,41.9952881,21.4100869,41.9952788,21.410119,41.9954319,21.409997,41.9954461,21.4098946,41.9954579",way/829988369,,,,,,restaurant,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4850156,41.9758199,21.4852246,41.97563,21.4855513,41.9758234,21.4853206,41.9760041,21.4850156,41.9758199",way/838984538,Скопје,,,1000,Тодор Чангов 20,restaurant,yes,,Куц у Кец (Панда),,6,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9953933,21.4315704,,Point,,node/309894643,Скопје,,,1000,Плоштад Македонија,restaurant,,,Пелистер,,,,italian,,,,Pelister,,,https://www.pelisterhotel.com.mk/,yes,,Дал Мет Фу,Pelister,,,,,,,,,,,,,,,,,,,,,,,,,,,Toilet not accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 07:00-00:00; Fr-Sa 07:00-01:00; Su 10:30-00:00
41.9947432,21.4140669,,Point,,node/411006922,,,,,,restaurant,,,Интермецо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9768256,21.4438183,,Point,,node/429175192,,,,,,restaurant,,,Журнал,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0072516,21.4871217,,Point,,node/445422613,,,,,,restaurant,,,Hunter’s Lodge “Kamnik”,,,,steak_house,,,,,,,http://www.kamnik.com.mk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0047876,21.4307036,,Point,,node/459668143,,,,,,restaurant,,,Под Кале,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9943261,21.4342799,,Point,,node/459668914,,,,,,restaurant,,,Кај Џино,,,,italian,,contact@restorangino.mk,,Gino,,+389 2 3121109,http://www.restorangino.mk/,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,1,yes,,,,,,,,,,,,,,,,,,,,,,,,,""
41.9952456,21.4350117,,Point,,node/459669063,Cкoпje,Skopje,MK,1000,Кеј 13 Ноември,restaurant,,,Плаза де Торос,,,,latin_american,,,,,,,,,Gradski Trgovski Centar Skopje,,Plaza de Toros,Kay 13th November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0031464,21.3995191,,Point,,node/481098096,,,,,,restaurant,,,Енрико,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0198926,21.4349372,,Point,,node/577538782,,,,,,restaurant,,,Prince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0028498,21.3926682,,Point,,node/600905655,,,,,Хелсинки,restaurant,,,Две капки,,158а,,,,,,Bosphorus Turkish Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9869006,21.4368796,,Point,,node/696669231,,,,,,restaurant,,,иВ,,,,,,,,iV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0003099,21.4367576,,Point,,node/908273433,,,,,,restaurant,,,Туpиcт,,,,regional,,,,Turist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0064872,21.3510028,,Point,,node/1092272132,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9953819,21.3274583,,Point,,node/1132688809,,,,,,restaurant,,,River Side Garden,,,,international,,,,,,+38970890606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,
41.9979155,21.4122694,,Point,,node/1371716593,,,,,Рузвелтова,restaurant,,,Топаз,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.000855,21.3989291,,Point,,node/1372568001,,,,,Варшавска,restaurant,,,Веки,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0013936,21.4960141,,Point,,node/1377184494,,,,,,restaurant,,,Велково Меанче,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9841333,21.4390455,,Point,,node/1378130151,,,,,,restaurant,,,Чешма,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.983244,21.4391421,,Point,,node/1378130158,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9710708,21.4455687,,Point,,node/1378228324,,,,,,restaurant,,,Ресторан Трпеза,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9787578,21.4385091,,Point,,node/1378228333,,,,,,restaurant,,,Ресторан Кум,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9997295,21.4078483,,Point,,node/1380378665,,,,1000,Римска,restaurant,,,Рустикана,,6,,burger;regional;breakfast;grill;mediterranean;balkan;chicken;kebab,,dinamic.ksk@gmail.com,wlan,Rustikana,Saso Gligorovski Tate,+38971383382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-00:00
41.9985008,21.415982,,Point,,node/1380378702,,,,,,restaurant,,,Боеми,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0464013,21.3462963,,Point,,node/1475328750,,,,,,restaurant,,,Restoran Tomi,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volkovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0455608,21.3469347,,Point,,node/1475384945,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volkovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0299906,21.3508185,,Point,,node/1475388232,,,,,,restaurant,,,Meraklii,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0069568,21.3651275,,Point,,node/1475404511,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9782792,21.4820381,,Point,,node/1535266560,,,,,,restaurant,,,Ресторан Рагуза 919,,,,,,,,Restaurant Ragusa 919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0035286,21.3975417,,Point,,node/1577483516,,,,,,restaurant,,,Старо Буре,,,,international,,,,,,,,,,Старо буре,Staro Bure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0065185,21.3741187,,Point,,node/1577485951,,,,,,restaurant,,,62,,,,regional,,,,,,,,,,Кај 62,At 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9843967,21.4871492,,Point,,node/1676857177,,,,,,restaurant,,,Рибен ресторан Рибар (Одисеја),,,,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0066455,21.3337137,,Point,,node/1734513473,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0073873,21.3362989,,Point,,node/1734513478,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0067805,21.3651314,,Point,,node/1734530400,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9946274,21.4151525,,Point,,node/1747649203,,,,,,restaurant,,,Крчма,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9904847,21.4204907,,Point,,node/1748017584,Скопје,,,,,restaurant,,,Marana,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9947645,21.4245254,,Point,,node/1751563134,Cкoпje,Skopje,MK,,Булевар Климент Охридски,restaurant,,,Pastel Wine & Dine,,66,,international,,,wlan,Pastel Wine & Dine,,+389 2 3214447,http://pastel.mk/,yes,,,,Kliment Ohridski Boulevard,,,outside,no,yes,,yes,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 06:30-21:00; Sa 06:30-17:00; Su 06:30-16:00
41.9922398,21.4163482,,Point,,node/1752178268,,,,,,restaurant,,,511,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9972291,21.4086601,,Point,,node/1752186795,,,,,,restaurant,,,Акорд,,,,,,,,Acorde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9987097,21.4207447,,Point,,node/1770866402,,,,1000,T.C Bunjakovec prv kat lok 36,restaurant,,,Пицерија Либертас,,,,pizza,,,,,,+38970567295,,,libertas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee&pizza restaurant Libertas,,,,,,,,,,,,,,,,,,,,,
41.9775109,21.4456487,,Point,,node/1848409293,,,,,,restaurant,,,Ексклузив,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0523407,21.450695,,Point,,node/1850422186,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0578588,21.4514149,,Point,,node/1850489869,,,,,,restaurant,,,Ресторан „Александар“,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0537503,21.4523161,,Point,,node/1850521527,,,,,,restaurant,,,Дарвик,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0019716,21.4647397,,Point,,node/1857486052,,,,,,restaurant,,,Тица - Елени,,,,barbecue,,,,Tica-Eleni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0019424,21.4650824,,Point,,node/1860123667,,,,,,restaurant,,,,,,,barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9957062,21.4304595,,Point,,node/1867176020,,,,,,restaurant,,,Тренд,,,,international,,,,Trend,,,,limited,,,Trend,,,,,,,,,,,,,,,,,,,,,,,,,,,Toilet not accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9987513,21.4204158,,Point,,node/1868812117,Cкoпje,,,1000,Владимир Полежановски,restaurant,,,Дестан,,,,barbecue,,,,,,+38923127324,https://destan.mk/pocetna/,,,,,,,yes,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-23:00
42.0034064,21.3995909,,Point,,node/1868812169,,,,,,restaurant,,,Ана Кристи,,,,barbecue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0017742,21.3992299,,Point,,node/1868933572,,,,,,restaurant,,,Фотка,,,,macedonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9922245,21.416522,,Point,,node/1985948203,,,,,,restaurant,,,Balila,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9913688,21.4280088,,Point,,node/1999633538,,,,,,restaurant,,,Бифиња - Рамстор,,,,,,,,Food Court Ramstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0001581,21.4252581,,Point,,node/2105387352,Скопје,Skopje,MK,,Орце Николов,restaurant,,,Бруклински,,75,,,,,,Bruklinski,,+389 2 6091844,,limited,,,Brukilnski,Orce Nikolov,,yes,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9953199,21.4347685,,Point,,node/2159535851,Cкoпje,Skopje,MK,1000,Кеј 13 Ноември,restaurant,,,Бела виста,,2/4,,international,,,,Bella Vista,,,www.bellavistaskopje.mk,,Gradski Trgovski Centar Skopje,,,Kay 13th November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10:00-24:00, Fr-Sa 10:00-01:00"
41.993167,21.4080594,,Point,,node/2294320125,,,,,,restaurant,,,Два Елена,,,,,,,,Dva Elena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9952825,21.4302915,,Point,,node/2322886873,,,,,,restaurant,,,Арабеска,,,,regional,,,,Arabesque,,,,,,,Arabeska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.003391,21.3323916,,Point,,node/2324290153,,,,,,restaurant,,,Ореов Лад,,,,macedonian,,,,Oreov Lad,,,,,,,Oreov Lad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0131608,21.4117168,,Point,,node/2411329687,,,,,,restaurant,,,Фиш,,,,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9650429,21.4727082,,Point,,node/2580192144,,,,,,restaurant,,,Градина,,,,,,,,Gradina,,,,,,,Gradina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0051241,21.4145137,,Point,,node/2818872887,Cкoпje,,,1000,Драган Ѓаконовски Шпато,restaurant,,,Сокаче,,,,,,,,Sokache,,,,,,,Sokače,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00 - 00:00
41.9914536,21.4522729,,Point,,node/2883877896,,,,,,restaurant,,,Every Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0597023,21.3236858,,Point,,node/3020876346,,,,,,restaurant,,,Старо Буре,,,,,,,,Staro Bure,,,,,,,Staro Bure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0000179,21.4366005,,Point,,node/3101726040,Cкoпje,Skopje,MK,1000,Градиште,restaurant,,,Пивница АН,,14,,regional,,pivnicaan@yahoo.com,wlan,Beerhouse AN,,+389 02 321 2111,http://pivnicaan.mk/,,Капан АН,,,Gradiste,,yes,separated,yes,yes,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,no,,,Kapan AN,,,,,,,,,,,,,,,,,,,,Mo-Sa 09:00-24:00; Su 12:00-24:00
41.9925716,21.4297981,,Point,,node/3341289789,Скопје,,,1000,Македонија,restaurant,,,Damaskino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0618189,21.4510186,,Point,,node/3415004757,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9917018,21.4231542,,Point,,node/3484100384,Скопје,,,,,restaurant,,,Dal Fufo - Galija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9947506,21.4319604,,Point,,node/3505013893,Скопје,Skopje,MK,1000,11 Октомври,restaurant,,,Destan,,,,kebab,,,,,,,,yes,,,,11 Oktomvri,,yes,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-23:00
41.9950911,21.4317257,,Point,,node/3505013993,Скопје,Skopje,MK,1000,11 Октомври,restaurant,,,Ла Тераца,,2,,italian,,,,,,+389 2 3113380,,yes,,,La Terrazza,11 Oktomvri,,yes,separated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08:00-24:00, Fr-Sa 08:00-01:00"
42.0045421,21.3910004,,Point,,node/3506695093,,,,,,restaurant,,,Brooklyn Lounge Bar,,,,italian,,,,,,,,yes,,,,,,yes,separated,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-00:00; Fr-Sa 08:00-01:00
41.9953743,21.4099065,,Point,,node/3536179577,,,,1000,Митрополит Теодосиј Гологанов,restaurant,,,Носталгија,,,,,,,wlan,Nostalgija,,+38923060708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0062651,21.4063144,,Point,,node/3648714485,Cкoпje,,,1000,Булевар 8-ми Септември,restaurant,,,Барбакан,,18,,,,,,Barbakan,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-01:00
41.9191256,21.4591155,,Point,,node/3751301960,,,,,,restaurant,,,Ресторан Бела,,,,regional,,,,Restaurant Bella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9824716,21.4725098,,Point,,node/3830455732,,,,,,restaurant,,,Pizza Amica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9922973,21.4427246,,Point,,node/3832475135,,,,,,restaurant,,,Лезет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9922032,21.4422139,,Point,,node/3832475147,,,,,,restaurant,,,Кај Злате,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0084895,21.4010837,,Point,,node/3909066219,,,,,,restaurant,,,бед бунар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0818924,21.4037096,,Point,,node/3932033588,,,,,,restaurant,,,Ribimiluss,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9748528,21.4093282,,Point,,node/3951819586,,,,,,restaurant,,,бимекс,,,,regional,,,yes,,,,,limited,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,9:00-24:00
41.9957324,21.4301301,,Point,,node/4004645106,Cкoпje,,MK,1000,Максим Горки,restaurant,,,Пекинг Гарден,,3,,chinese,,reservation@pekinggarden.mk,,,,+389 2 3221173,www.pekinggarden.mk,,,,Peking Garden,Maksim Gorki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 11:00-24:00; Su 12:00-23:00
41.9856123,21.4667276,,Point,,node/4016557277,Skopje,,MK,1000,Boulevard Jane Sandanski,restaurant,,,Campione lounge Bar,,71A,,italian,,,,,Campione,+389 70 250 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-01:00
41.9859376,21.4661426,,Point,,node/4016557278,Skopje,,MK,1000,Boulevard Jane Sandanski,restaurant,,,DejaVu Lounge,,71A,,french,,,,,DejaVu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-01:00
41.9871974,21.4365756,,Point,,node/4101107990,,,,,Јужен Булевар,restaurant,,,Makedonska sofra,,,,,,,wlan,,,+38978929010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 08:00-01:00
